provincia;departamento;sector;ambito;Localizacion;ElectricidadSi;ElectricidadRedpública;ElectricidadGrupoelectrógeno;ElectricidadPanelfotovoltaicosolar;ElectricidadGeneradoreólico;ElectricidadGeneradorhidráulico;ElectricidadOtro;EquipamientoEstablecimientoTelevisor;EquipamientoEstablecimientoSistemamultimediaoCañón;EquipamientoEstablecimientoScanner;EquipamientoEstablecimientoWebcam;EquipamientoEstablecimientoReproductordeCD;EquipamientoEstablecimientoReproductordeDVD;EquipamientoEstablecimientoImpresora;EquipamientoEstablecimientoEquipoemisorderadioAMFM;EquipamientoEstablecimientoEquiporeceptorderadioAMFM;EquipamientoEstablecimientoServidorparausoescolar;EquipamientoEstablecimientoImpresora3D;EquipamientoEstablecimientoEquipodeSonido;EquipamientoEstablecimientoPizarrasdigitales;EquipamientoBibliotecaTelevisor;EquipamientoBibliotecaSistemamultimediaoCañón;EquipamientoBibliotecaScanner;EquipamientoBibliotecaEquipamientoBibliotecaWebcam;EquipamientoBibliotecaReproductordeCD;EquipamientoBibliotecaReproductordeDVD;EquipamientoBibliotecaImpresora;EquipamientoBibliotecaEquipoemisorderadioAMFM;EquipamientoBibliotecaEquiporeceptorderadioAMFM;EquipamientoBibliotecaServidorparausoescolar;InternetTipodeservicioGratuito;InternetTipodeservicioPago;InternetTipodeconexiónTelefónica;InternetTipodeconexiónADSL;InternetTipodeconexiónCableMódem;InternetTipodeconexiónSatelital;InternetTipodeconexiónOtroTipo;InternetTipodeconexiónMóvil;EspaciosconconexiónEneláreadeadministración;EspaciosconconexiónEnlasaulas;EspaciosconconexiónEnlabibliotecas;EspaciosconconexiónEnotroespaciodelestablecimiento;EspaciosconconexiónEnellaboratorio;CooperadoraConpersoneríajurídica;CooperadoraSinpersoneríajurídica;CooperadoraNo;SistemadeGestiónEscolarSi;SistemadeGestiónEscolarProvistoporelMinisterio;SistemadeGestiónEscolarDesarrolladoporterceros;SistemadeGestiónEscolarEncargadoporelEstablecimiento;SistemadeGestiónEscolarPlanilladeCalculo;DisponedesalaolaboratoriodeinformáticaSi;LaboratorioFuncionaesespacioexclusivoSi;BibliotecaDisponedealmenosunaSi;BibliotecaFuncionaesespacioexclusivoSi;SubvenciónEstatalJardínMaternalSi;SubvenciónEstatalJardíndeInfantesSi;SubvenciónEstatalPrimariaSi;SubvenciónEstatalSecundariaSi;SubvenciónEstatalSNUSi
Salta;CAPITAL;Estatal;Urbano;186;186;186;1;1;1; ;1;168;150;81;42;132;134;169;72; ;35;12;167;58;73;43;12;8;43;48;35;26; ;8;133;20;55;21;87;12;28;14;149;87;74;67;82;5;92;89;106;82;8;5;11;100;78;160;120; ; ; ; ; 
Salta;CAPITAL;Privado;Urbano;94;94;94;1; ; ; ; ;77;86;72;46;82;81;93;56; ;20;2;88;17;27;39;19;15;37;33;34;22; ;3;3;90;38;22;58;2;6;21;93;62;49;60;45;3;1;90;66;32;19;11;4;54;42;83;50; ;27;34;45;8
Salta;CERRILLOS;Estatal;Rural;10;10;10; ; ; ; ; ;10;9;4;4;6;8;10;5; ;5; ;10;5;4;4; ;3;3;3;1;2; ;2;4; ; ; ;1;3; ; ;4;2;2;1;2;1;8;1;4;3; ; ;1;6;3;8;4; ; ; ; ; 
Salta;CERRILLOS;Estatal;Urbano;13;13;13; ;1; ; ; ;12;9;4;5;9;9;12;4; ;3;1;13;5;7;4;1;1;4;3; ;1; ;1;5;3;5;1;1; ;3; ;8;2;2;3;3; ;11;2;7;7; ; ; ;9;2;11;6; ; ; ; ; 
Salta;CHICOANA;Estatal;Rural;15;14;9;2;5; ; ; ;14;14;6;1;10;13;14;8; ;5; ;11;7;5;4;2; ;4;4;2;1; ;1;6;1; ; ;3;3; ;1;4;4;1;2;2; ;14;1;1;1; ; ; ;8;6;10;5; ; ; ; ; 
Salta;CHICOANA;Estatal;Urbano;10;10;10; ; ; ; ; ;10;10;7;2;7;7;9;4; ;2;2;10;3;5;4; ; ;1;1;2;1; ;1; ;9;3;2;2; ;1;2;9;1;1;2;2; ;7;3;3;3; ; ; ;6;4;10;7; ; ; ; ; 
Salta;Enmascarado;Estatal;Urbano;14;14;14; ; ; ; ; ;11;13;5;4;8;8;13;5; ;4;1;11;3;3;2;1;1;1;3;1;1; ; ;5;4; ; ;2;4;2;1;9;4;3;3;4; ;10;4;6;4;1; ;1;6;6;10;5; ; ; ; ; 
Salta;Enmascarado;Privado;Rural;2;2;2; ; ; ; ; ;1;1; ; ;1;1;1; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ;1;1; ;1;1; ; ;1;1; ; ; ; ; ; ; ;2;2; ;2;2;2; 
Salta;Enmascarado;Privado;Urbano;27;27;26; ;1; ; ; ;19;20;12;7;16;14;21;15; ;4; ;20;2;4;3;1;1;3;2;3;1; ;1;1;20;9;3;5;2;1;3;21;7;8;6;10; ;3;24;9;6;1;2; ;9;8;18;9; ;10;10;10; 
Salta;GENERAL GUEMES;Estatal;Rural;18;18;15;1;2; ; ;2;14;12;6; ;10;9;16;6; ;5; ;12;6;3;2;1; ;1;2;3;1; ;1;2; ; ; ; ;1;1; ;2; ; ;1;1; ;14;4;2;1; ; ;1;4;3;13;6; ; ; ; ; 
Salta;GENERAL GUEMES;Estatal;Urbano;24;24;24; ; ; ; ; ;20;21;9;5;12;13;22;7; ;3;2;19;7;8;6;2;3;7;7;4;4; ;2;9;5;6;4;6;2;1;1;14;7;4;1;4; ;14;10;12;9;1; ;2;11;7;17;12; ; ; ; ; 
Salta;GENERAL JOSE DE SAN MARTIN;Estatal;Rural;60;53;37;6;15; ; ; ;38;32;16;14;26;30;38;14; ;11;2;35;16;4;5;3;4;3;4;4;1; ;2;12;1; ;1; ;9; ;3;9;2;1;1;2;3;42;15;10;6;1; ;3;14;2;31;6; ; ; ; ; 
Salta;GENERAL JOSE DE SAN MARTIN;Estatal;Urbano;80;79;77; ;2; ; ; ;62;65;30;15;38;42;68;38; ;19;10;68;21;32;18;3;2;16;19;10;9; ;6;17;21;20;7;12;4; ;1;36;15;14;15;8;2;52;26;29;23;1;2;3;37;23;61;38; ; ; ; ; 
Salta;GENERAL JOSE DE SAN MARTIN;Privado;Urbano;15;15;15;1; ; ; ;1;12;11;7;5;8;10;14;6; ;1; ;11;2;3;3;3;3;6;2;3;2; ;1; ;13;8;2;5; ;1;1;13;8;5;7;6;1;1;13;6;4;1; ;1;8;5;11;7; ;8;8;10; 
Salta;GUACHIPAS;Estatal;Rural;10;10;3;2;7; ; ; ;9;8;1; ;8;9;10;4; ;4;1;10;6;4;3;1; ;3;3;3;2; ;1;7; ; ; ; ;6; ;1;3;5;2;1;1; ;10; ;2;2; ; ; ;4;1;10;1; ; ; ; ; 
Salta;IRUYA;Estatal;Rural;34;33;12;3;23; ; ; ;31;24;8;7;18;24;27;9; ;5;1;26;14;3; ; ; ;2;4;4;1; ; ;10;1;1; ; ;10; ; ;9;4;2;1;2; ;31;3;9;8;1; ; ;4;3;28;11; ; ; ; ; 
Salta;LA CALDERA;Estatal;Rural;6;6;5; ;1; ; ; ;5;5;4;2;3;6;6;2; ;3; ;4;5;2;1; ; ; ;1; ; ; ;1;5; ; ; ;2;3; ; ;2;4; ; ; ;1;3;2;2;2; ; ; ;3;1;5;2; ; ; ; ; 
Salta;LA CALDERA;Estatal;Urbano;8;8;8; ; ; ; ; ;8;5;5;2;5;8;6;5; ; ; ;8;2;1;1;1;1;1;1;1;1; ; ;4; ; ; ;1;1;2; ;4;3;3;1;3; ;5;3;2;1; ;1; ;5;4;6;5; ; ; ; ; 
Salta;LA CANDELARIA;Estatal;Rural;7;7;7; ; ; ; ; ;6;5;2;3;5;3;7;3; ;1; ;6;3; ;2;1;1;1; ;1;2; ; ;4; ; ; ; ;4; ; ;4;1; ; ; ; ;5;2;1;1; ; ; ;5;2;7;2; ; ; ; ; 
Salta;LA POMA;Estatal;Rural;11;11;7;1;4; ; ; ;9;8;3; ;5;8;9;2; ;4; ;10;6; ; ; ; ; ; ; ; ; ; ;3; ;1; ; ;2; ; ;2;1; ;2; ; ;10;1;1;1; ; ; ;3; ;9;1; ; ; ; ; 
Salta;LA VIÑA;Estatal;Rural;6;6;5; ;1; ; ; ;6;5;1; ;4;5;6;1; ;1; ;6;3;3;1; ; ;1;1; ; ; ;1;3; ; ; ; ;3; ; ;2;3; ;1; ; ;5;1;1;1; ; ; ;3;2;5;4; ; ; ; ; 
Salta;LA VIÑA;Estatal;Urbano;6;6;6; ; ; ; ; ;5;6;3; ;5;5;4;4; ;1; ;5;2;1;1; ; ;1;1;1;1; ; ;2;1;1; ;1;1; ;1;3;1; ; ;2; ;3;3;3;3; ; ; ;3;1;5;3; ; ; ; ; 
Salta;LOS ANDES;Estatal;Rural;7;7;6; ;1; ; ; ;4;4;3; ;3;4;4;2; ;3; ;5;3;1;1;1; ;1;1;1;1; ; ;3; ; ; ;2; ;1; ;1;2; ;1; ; ;6;1;2;2; ; ; ;2; ;6;3; ; ; ; ; 
Salta;LOS ANDES;Estatal;Urbano;7;7;7; ; ; ; ; ;6;5;2;2;4;3;3;3; ; ;1;5;2;2;2; ; ; ; ;1; ; ; ;1;1; ; ;1;1; ; ;1;1; ;1;1;1;4;2; ; ; ; ; ;2;2;6;5; ; ; ; ; 
Salta;METAN;Estatal;Rural;26;26;24;1;1; ; ; ;22;11;4;2;13;15;19;7; ;9;1;18;8;2;2; ;1;1; ;3;1; ; ;1;1; ; ;2; ; ;1;2;1; ; ;1;1;20;5; ; ; ; ; ;5;3;13;3; ; ; ; ; 
Salta;METAN;Estatal;Urbano;18;18;18; ; ; ; ; ;16;15;6;5;14;12;16;9; ;5;3;17;6;5;5;2;2;4;5;4;2; ;1;10;5;8;4;4;4;1; ;15;6;4;1;5; ;11;7;10;6;1;1;2;11;7;17;9; ; ; ; ; 
Salta;MOLINOS;Estatal;Rural;21;20;9;5;10; ;1; ;14;16;8;3;13;13;19;4; ;5; ;15;7;3;3; ;1;3;4;3; ; ;2;3;4; ; ; ;5;1;2;7;1;3;2;1; ;20;1;3;3; ; ; ;9;6;19;7; ; ; ; ; 
Salta;ORAN;Estatal;Rural;21;20;10;2;10;1;1; ;14;10;2;6;9;12;16;7; ;1;1;15;7;3;3;1;2;2;3;2;2; ; ;2;1;1; ; ;2; ; ;3;2; ; ; ;1;16;4;3;2; ; ;1;5;1;17;8; ; ; ; ; 
Salta;ORAN;Estatal;Urbano;88;86;77;3;8; ; ; ;69;61;25;14;41;39;66;29; ;20;6;71;21;17;10;3;1;6;7;3;2; ;3;24;9;15;2;14;4;2;5;32;12;6;8;9;3;54;31;27;23;2; ;2;24;13;60;35; ; ; ; ; 
Salta;ORAN;Privado;Urbano;10;10;10; ; ; ; ; ;6;7;3;1;7;5;8;3; ; ; ;8; ;1;1; ; ; ; ; ; ; ; ; ;7;6; ;4; ; ; ;7;2;1;3;1; ;1;9;5;2;2;1; ;4;2;7;3; ;4;4;5; 
Salta;RIVADAVIA;Estatal;Rural;112;104;38;22;63; ; ;1;88;53;22;15;43;49;78;22; ;21;2;71;25;5;3;1;2;2;3;2; ; ;1;18;1;3; ;2;14; ; ;10;11;2;4;1;3;94;15;7;4;1; ;2;21;6;50;13; ; ; ; ; 
Salta;RIVADAVIA;Estatal;Urbano;17;16;15; ;1; ; ; ;12;14;8;3;4;7;14;2; ;1;2;12;5;2;2;1; ;1;2;2; ; ;1;1;2; ; ;1;2; ;1;3; ; ; ;2;2;9;6;4;4; ; ; ;5;3;13;6; ; ; ; ; 
Salta;ROSARIO DE LA FRONTERA;Estatal;Rural;27;27;19;5;6; ; ; ;19;14;5;1;14;16;20;6; ;3;4;21;11;2;1; ; ;2;1;2; ; ; ;12; ; ; ;3;8; ;1;9;7; ;1;1;1;22;4;8;7; ; ;1;11;5;14;8; ; ; ; ; 
Salta;ROSARIO DE LA FRONTERA;Estatal;Urbano;14;14;14; ; ; ; ; ;14;13;6;1;12;7;14;6; ;2;2;14;7;6;2;2; ;3;3;2;1; ; ;7;6;7;3;7;1;1;1;13;6;4;4;1;2;5;7;4;4; ; ; ;5;1;12;5; ; ; ; ; 
Salta;ROSARIO DE LERMA;Estatal;Rural;24;24;11;2;13; ; ; ;20;21;8;6;15;13;23;7; ;10; ;19;12;4;3; ; ;3;3;1;1; ;1;9;3;1; ;2;8; ;1;9;9;3;3;1; ;23;1;6;5; ; ;1;5;1;15;3; ; ; ; ; 
Salta;ROSARIO DE LERMA;Estatal;Urbano;17;17;14;1;3; ; ; ;16;15;10;7;12;13;16;7; ;4;3;16;7;5;4; ;1;1;2; ; ; ;1;11;1; ;2;3;3;2;2;12;6;5;4;3; ;14;3;6;4;1; ;1;7;2;14;8; ; ; ; ; 
Salta;SAN CARLOS;Estatal;Rural;24;22;12;4;10;2; ; ;21;18;7;7;16;17;21;8; ;9;1;20;12;5;2;1; ;2;3;2; ; ;1;11;3;1; ;4;8;1; ;11;8;3;4;3; ;18;6;6;4; ;1;1;6;1;20;3; ; ; ; ; 
Salta;SANTA VICTORIA;Estatal;Rural;52;45;16;6;26; ; ; ;41;33;15;10;25;30;41;9; ;11;3;35;19;9;3;2;1;2;3;3; ; ;1;15;1;5;1; ;11; ;1;10;8;4;4;1;1;44;7;7;6; ; ;1;10;5;39;18; ; ; ; ; 
San Juan;25 DE MAYO;Estatal;Rural;28;28;28; ; ; ; ; ;10;15;12;3;8;10;17;8; ;2; ;15;8;1;1;1; ;1;1;1;1; ;1;20;1;9;7;1;9; ;2;21;9;3;5;4; ;3;25;21;21; ; ; ;12;2;26;7; ; ; ; ; 
San Juan;25 DE MAYO;Estatal;Urbano;15;15;15; ; ; ; ; ;8;11;4; ;5;3;10;3; ; ; ;9;3; ; ; ; ; ; ; ; ; ; ;11; ;6;1;1;1;3; ;11; ;1; ; ; ;2;13;11;11; ; ; ;1; ;10;3; ; ; ; ; 
San Juan;9 DE JULIO;Estatal;Rural;10;10;10; ; ; ; ; ;8;7;1;1;4;4;6;2; ; ; ;8;3;3;1; ; ;2;1; ;1; ; ;9; ;5;1;1;2; ; ;9;3;1;1;2;1; ;9;10;10; ; ; ;2;1;7;5; ; ; ; ; 
San Juan;ALBARDON;Estatal;Rural;17;17;17; ; ; ; ; ;10;9;4; ;5;6;8;1; ; ;1;10;6;3;1; ; ; ; ;1; ; ; ;11; ;3; ;2;6; ; ;11; ; ; ;1; ;1;16;17;17; ; ; ;6;2;15;4; ; ; ; ; 
San Juan;ALBARDON;Estatal;Urbano;14;14;14; ; ; ; ; ;12;8;5;1;6;6;8;1; ;2;1;9;2;1;1; ; ;2;2; ; ; ; ;10; ;6; ; ;3;1;1;10;2;1;2;2; ;1;13;14;14; ; ; ;5;4;11;6; ; ; ; ; 
San Juan;ANGACO;Estatal;Rural;22;22;22; ; ; ; ; ;13;13;5;1;13;8;19;5; ;4; ;15;7;1;1; ; ;1;1; ; ; ; ;22; ;7; ; ;16;1; ;21;1; ; ;2; ;4;18;22;22; ; ; ;14;2;18;4; ; ; ; ; 
San Juan;CALINGASTA;Estatal;Rural;26;26;26; ; ; ; ; ;17;14;11;3;9;9;15;6; ;4; ;16;6; ; ; ; ; ; ; ; ; ; ;15; ;13; ;6;7; ; ;15;7;1;4;2; ;2;24;15;15; ; ; ;5;1;20;4; ; ; ; ; 
San Juan;CALINGASTA;Estatal;Urbano;8;8;8; ; ; ; ; ;3;5;4;2;4;5;5;2; ;1; ;4;1; ;1; ; ; ; ; ; ; ; ;5; ;5; ;4;3; ; ;5; ;1; ; ; ; ;8;5;5; ; ; ;1;1;8;4; ; ; ; ; 
San Juan;CAPITAL;Estatal;Urbano;89;89;89;1; ; ; ; ;56;70;31;15;42;44;68;26; ;4;7;67;34;11;15;6;3;7;8;10;1; ;1;56;2;35;4;8;10;12; ;57;7;10;11;10;7;11;71;72;69;1;2; ;38;20;66;26; ; ; ; ; 
San Juan;CAPITAL;Privado;Urbano;76;76;76; ; ; ; ; ;70;72;55;38;73;70;76;46; ;22;2;74;24;10;9;3;6;19;17;17;9; ;1;1;74;47;16;21;6;9;5;74;42;34;47;50; ; ;76;57;3;33;19;2;55;46;66;45; ;18;18;20;3
San Juan;CAUCETE;Estatal;Rural;30;30;28;1;3; ; ; ;24;20;13;1;14;14;27;11; ;4;1;26;5;3;3; ; ;2; ; ;2; ; ;20;1;8;1;2;10;1; ;21;10;5;5;3; ;1;29;25;25; ; ; ;8;5;19;10; ; ; ; ; 
San Juan;CAUCETE;Estatal;Urbano;17;17;17; ; ; ; ; ;9;13;5;2;6;7;14;6; ;1;1;13;2;3;2; ; ;2;2; ; ; ; ;15;1;6;4;1;4;1;1;16;3;4;3;3;2;6;9;17;17; ; ; ;10;7;13;6; ; ; ; ; 
San Juan;CHIMBAS;Estatal;Rural;9;9;9; ; ; ; ; ;6;6;3; ;4;5;7; ; ; ; ;7;2; ; ; ; ; ; ; ; ; ; ;7; ;6;1; ; ; ; ;7; ; ; ; ; ; ;9;8;8; ; ; ;3; ;6;2; ; ; ; ; 
San Juan;CHIMBAS;Estatal;Urbano;47;47;47; ; ; ; ; ;31;30;14;5;23;26;31;10; ;1; ;37;12;4;2; ; ;1; ; ; ; ; ;37; ;24;3;6;5;3;1;37;2;4;3;3; ;7;40;39;39; ; ; ;19;11;36;10; ; ; ; ; 
San Juan;CHIMBAS;Privado;Urbano;7;7;7; ; ; ; ; ;5;6;3;2;4;4;7;2; ; ;1;7; ; ; ; ; ; ; ; ; ; ; ; ;7;6; ;1; ; ; ;7; ;1;2;4; ; ;7;1; ; ; ;1;4;4;5;2; ;2;2;1; 
San Juan;Enmascarado;Estatal;Rural;8;8;8; ; ; ; ; ;5;4;1; ;4;5;4;3; ; ;1;7;1; ; ; ; ; ;1; ; ; ; ;8; ;4;1;1;2; ; ;8; ; ; ;2;1;1;6;8;8; ; ; ;3;2;6;2; ; ; ; ; 
San Juan;Enmascarado;Estatal;Urbano;14;14;14; ; ; ; ; ;8;8;5; ;6;7;12;2; ; ;2;9;4;1; ; ; ; ; ; ; ; ; ;11;1;5;2; ;6;1; ;12;1; ;1;2;1;2;11;13;13; ; ; ;9;3;10;3; ; ; ; ; 
San Juan;Enmascarado;Privado;Rural;3;3;3; ; ; ; ; ;3;2;1;1;3;2;3; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ; ; ; ;2; ; ; ;1; ; ;3;2;1;1; ; ;2;2;3;2; ;2;2;1; 
San Juan;Enmascarado;Privado;Urbano;19;19;19; ; ; ; ; ;18;15;7;2;12;11;19;6; ;1; ;17;2;3;1; ; ;1;1;3; ; ; ;1;18;5; ;4;6;4;1;18;3;2;8;14; ;1;18;9;3;1;3;2;15;13;14;12; ;6;7;7;2
San Juan;IGLESIA;Estatal;Rural;23;23;22; ;1; ; ; ;15;12;9;2;8;8;14;4; ;6; ;14;6; ; ; ; ; ; ; ; ; ; ;15; ;4; ; ;12; ; ;15;1;1; ;1;1;4;18;18;18; ; ; ;13;9;18;13; ; ; ; ; 
San Juan;JACHAL;Estatal;Rural;60;60;59;1;1; ; ; ;38;27;17;10;32;30;36;22; ;18;1;27;13;7;4;1; ;5;4; ;4; ;1;40; ;17;1; ;31;1;1;38;2; ;2;1;1;13;46;42;42; ; ; ;17;7;48;20; ; ; ; ; 
San Juan;JACHAL;Estatal;Urbano;13;13;13; ; ; ; ; ;9;7;5;4;3;3;9;5; ;1; ;5;3;4;1; ; ;1;1;1;1; ; ;9; ;2;1;1;6;2;1;9; ; ;1; ;1;2;10;9;9; ; ; ;7;5;10;6; ; ; ; ; 
San Juan;POCITO;Estatal;Rural;42;42;42; ; ; ; ; ;21;20;10;3;12;12;26;13; ;1; ;25;5; ; ; ; ; ; ; ; ; ; ;24; ;19;4;3;1; ; ;24;2;1;2;1; ;2;40;24;24; ; ; ;8;3;33;5; ; ; ; ; 
San Juan;POCITO;Estatal;Urbano;21;21;21; ; ; ; ; ;13;11;5;2;7;9;14;4; ; ; ;10;5;1; ; ; ;1; ; ; ; ; ;13; ;12;2; ; ; ; ;13; ;1; ;1; ;5;16;14;14; ; ; ;5;4;11;2; ; ; ; ; 
San Juan;RAWSON;Estatal;Rural;16;16;16; ; ; ; ; ;12;14;10;4;8;11;16;6; ;1; ;13;11; ; ; ; ; ; ; ; ; ; ;16; ;9;2; ;4;1;1;16; ;1; ;1; ;3;13;16;16; ; ; ;8;5;15;5; ; ; ; ; 
San Juan;RAWSON;Estatal;Urbano;58;58;58; ; ; ; ; ;41;46;24;9;36;35;50;24; ;5;1;50;24;6;3; ;1;2;3;1;1; ; ;54; ;36;3;5;8;6;2;54;4;3;1;4;1;3;54;58;58; ; ; ;28;16;48;21; ; ; ; ; 
San Juan;RAWSON;Privado;Urbano;15;15;15; ; ; ; ; ;14;13;11;6;15;14;15;9; ;1;3;15; ;3;1;1; ;1;2;2;1; ; ; ;15;7;4;1;3;2; ;15;3;5;4;7; ; ;15;10;1;4;5; ;9;8;10;7; ;5;7;5; 
San Juan;RIVADAVIA;Estatal;Rural;11;10;10; ; ; ; ; ;8;8;6;3;7;8;9;4; ; ; ;8;3; ; ; ; ; ; ; ;1; ; ;7; ;5; ;2; ; ; ;7; ; ; ; ; ; ;11;9;9; ; ; ;2;1;6;4; ; ; ; ; 
San Juan;RIVADAVIA;Estatal;Urbano;48;48;48;3; ; ; ; ;33;32;15;4;27;24;35;27; ;5;1;40;11;5;4;1; ;3;5;2;4; ;1;39; ;30;1;5;2;4;2;39;3;1; ;1; ;1;47;47;47; ; ; ;19;14;36;17; ; ; ; ; 
San Juan;RIVADAVIA;Privado;Urbano;22;22;22; ; ; ; ; ;19;18;15;10;19;19;21;16; ;5;1;17;3;4;4;4;4;5;6;8;2; ;1;2;18;11;5;4;1;3; ;20;11;11;10;12; ; ;22;15;2;4;8;1;15;12;17;11; ;5;5;4;1
San Juan;SAN MARTIN;Estatal;Rural;26;26;26; ; ; ; ; ;16;18;10;4;9;9;18;4; ;3;1;17;17;1;1;2;1;1; ;2; ; ; ;22; ;7;2;2;10; ;1;22;1;1;1;3; ;6;20;23;23; ; ; ;9;3;21;6; ; ; ; ; 
San Juan;SANTA LUCIA;Estatal;Rural;10;10;10; ; ; ; ; ;8;8;1; ;7;6;8;7; ; ; ;8;4;3;2; ; ;2;2;2;1; ; ;8; ;1; ;1;1;5; ;8; ; ; ;1; ;1;9;9;9; ; ; ;5;3;6;4; ; ; ; ; 
San Juan;SANTA LUCIA;Estatal;Urbano;26;26;26;2; ; ; ; ;18;17;10;1;10;13;20;9; ;1;1;25;10;2; ; ; ; ; ; ; ; ; ;20;1;5; ;1;4;11; ;21;2;3;3;2; ;5;21;23;22;1; ; ;15;8;18;9; ; ; ; ; 
San Juan;SANTA LUCIA;Privado;Urbano;6;6;6; ; ; ; ; ;4;5;3;2;4;2;6;6; ;3; ;6;2;1;2;2;1;1;2;1;1; ; ; ;6;6;1; ; ; ; ;6;1;3;3;4; ; ;6;3; ;1;2; ;5;4;6;2; ;1;1;1; 
San Juan;SARMIENTO;Estatal;Rural;41;41;41;1; ; ; ; ;27;21;11;4;13;10;22;12; ;5;2;23;14;5;1; ; ; ; ; ; ; ;1;26; ;18; ;3;6;4; ;26;10;4;3;6; ;1;40;26;26; ; ; ;19;5;36;7; ; ; ; ; 
San Juan;SARMIENTO;Estatal;Urbano;14;14;14; ; ; ; ; ;11;10;7;3;8;5;10;7; ; ;1;9;5; ; ; ; ; ; ; ; ; ; ;11; ;6;1; ;5; ; ;10;6;3;3;4;1;1;12;11;11; ; ; ;5;1;11;3; ; ; ; ; 
San Juan;VALLE FERTIL;Estatal;Rural;34;34;28;1;6; ; ; ;19;18;12;3;17;16;18;8; ;7;1;15;14;1;1; ; ;1;1; ; ; ; ;20; ;8; ; ;15; ; ;18;14;4;8;2; ;5;29;19;19; ; ; ;9;3;27;4; ; ; ; ; 
San Juan;VALLE FERTIL;Estatal;Urbano;7;7;7; ; ; ; ; ;3;2;3;1;2;2;6; ; ;2;1;4;1;1; ; ; ; ; ; ; ; ; ;5; ;4; ;1;1;1; ;5;1;1; ;1; ;3;4;5;5; ; ; ;1;1;6;3; ; ; ; ; 
San Luis;AYACUCHO;Estatal;Rural;39;37;29;8; ; ; ; ;25;19;15;5;14;11;26;11; ;7; ;19; ;3;2;1; ;2; ;4;1; ;1;29; ;6;1;1;19;9;1;21;26;5;11;4;18;5;16;19;17;2; ; ;8;2;24;6; ; ; ; ; 
San Luis;AYACUCHO;Estatal;Urbano;17;17;17; ; ; ; ; ;15;16;15;5;11;9;16;5; ;6;3;14;3;3;8;4;2;5;5;3;4; ;3;14; ;1;2;3;7;3;1;13;14;9;10;6;15;1;1;10;10; ; ; ;7;5;16;14; ; ; ; ; 
San Luis;BELGRANO;Estatal;Rural;37;35;32;3; ; ; ; ;18;22;18;9;8;8;28;9; ;11;2;23;10;3;5;4;2;3;2;6;2; ;2;28; ;3; ;7;14;8; ;20;27;12;13;8;14;1;22;27;25;2; ; ;13;8;24;9; ; ; ; ; 
San Luis;CHACABUCO;Estatal;Rural;26;26;26;1; ; ; ; ;15;15;12;6;10;9;15;9; ;6; ;15;8;1;1;2;1;2;2;3;1; ;1;21; ;3; ;2;8;10;1;17;18;5;8;3;14;2;10;18;15;2; ;1;3;1;17;6; ; ; ; ; 
San Luis;CHACABUCO;Estatal;Urbano;11;11;11; ; ; ; ; ;10;9;9;6;7;7;10;8; ;5;1;9;4;5;4;2;3;4;4;2;3; ;2;11; ; ;1;3;5;4; ;11;11;7;6;7;11; ; ;6;6; ; ; ;7;6;10;6; ; ; ; ; 
San Luis;CORONEL PRINGLES;Estatal;Rural;26;26;26; ; ; ; ; ;18;19;16;5;16;13;20;13; ;9;4;17;8;11;8;6;1;7;7;10;6; ;4;25; ;4;1;2;6;12;2;22;24;16;13;10;16;2;8;20;16;3; ;1;8;4;19;9; ; ; ; ; 
San Luis;CORONEL PRINGLES;Estatal;Urbano;5;5;5; ; ; ; ; ;5;3;4;1;4;4;5;2; ;2; ;4; ;2;2;1; ;3;3;3;1; ; ;5; ;1; ; ;2;2; ;5;5;4;5;3;5; ; ;4;4; ; ; ;3;3;5;3; ; ; ; ; 
San Luis;Enmascarado;Estatal;Urbano;5;5;4;1;1;1; ; ;3;3;2;1;1; ;3;1; ;1; ;3; ; ;1;1; ; ; ;1; ; ; ;4; ; ; ; ; ;4; ;4;3;2;2;2; ; ;5;5;4;1; ; ;2;2;3;3; ; ; ; ; 
San Luis;Enmascarado;Privado;Rural;1;1;1; ; ; ; ; ;1;1;1;1;1;1;1;1; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ;1;1;1;1;1; ; ;1;1;1; ; ; ; ; ;1; ; ; ; ; ; 
San Luis;Enmascarado;Privado;Urbano;4;4;4; ; ; ; ; ;4;4;2;1;2;4;3;2; ; ; ;4; ;2;2; ;1;1;3;1;2; ; ;4; ; ; ;2;2;1; ;4;3;2;2;1;2; ;2;2;2; ; ; ;1;1;3;3; ;1;1;3;1
San Luis;GENERAL JUAN MARTIN DE PUEYRREDON;Estatal;Rural;34;34;33; ; ; ; ;1;17;20;19;8;14;10;24;15; ;6; ;19;7;3;4;3;3;5;3;5;4; ;1;29; ;4;2;8;10;13;5;22;27;13;16;10;18;1;15;22;19;3; ; ;9;4;18;6; ; ; ; ; 
San Luis;GENERAL JUAN MARTIN DE PUEYRREDON;Estatal;Urbano;90;90;90; ;1; ; ;1;67;72;62;29;48;48;76;30; ;20;7;77;20;30;26;9;4;18;21;11;10; ;8;86;1;12;4;24;24;37;8;84;70;59;60;37;51;2;37;64;59;1;2;2;41;34;75;63; ; ; ; ; 
